id,bridge_transaction_id,account_id,user_id,clean_description,provider_description,amount,date,booking_date,transaction_date,value_date,currency_code,category_id,operation_type,merchant_name,deleted,future,updated_at_bridge,created_at,updated_at
17,10000016,1,3,Carte 3 4X Cb Oney Croix 10/01,Carte 3 4X Cb Oney Croix 10/01,-66.0,2021-12-17 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-17 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:21.405303+00:00,2025-10-15 19:35:21.405303+00:00
18,10000017,1,3,Carte 3 4X Cb Oney Croix 22/01,Carte 3 4X Cb Oney Croix 22/01,-41.61,2021-12-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,2021-12-01 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:22.080448+00:00,2025-10-15 19:35:22.080448+00:00
19,10000018,1,3,Carte 3 4X Cb Oney Croix 29/12,Carte 3 4X Cb Oney Croix 29/12,-27.37,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:22.604620+00:00,2025-10-15 19:35:22.604620+00:00
20,10000019,1,3,Carte 3 4X Cb Oney Croix 15/12,Carte 3 4X Cb Oney Croix 15/12,-21.39,2021-12-22 00:00:00+00:00,2021-12-22 00:00:00+00:00,2021-12-22 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:23.096957+00:00,2025-10-15 19:35:23.096957+00:00
21,10000020,1,3,Carte 3 4X Cb Oney Croix 15/12,Carte 3 4X Cb Oney Croix 15/12,-68.87,2021-12-17 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-17 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:23.542142+00:00,2025-10-15 19:35:23.542142+00:00
22,10000021,1,3,Carte 3 4X Cb Oney Croix 03/12,Carte 3 4X Cb Oney Croix 03/12,-28.56,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:24.000482+00:00,2025-10-15 19:35:24.000482+00:00
23,10000022,1,3,Carte 3X 4X Oney Croix 16/03,Carte 3X 4X Oney Croix 16/03,-26.4,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:24.483108+00:00,2025-10-15 19:35:24.483108+00:00
24,10000023,1,3,Carte 3X 4X Oney Croix 11/05,Carte 3X 4X Oney Croix 11/05,-25.3,2021-11-24 00:00:00+00:00,2021-11-24 00:00:00+00:00,2021-11-24 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:24.937403+00:00,2025-10-15 19:35:24.937403+00:00
25,10000024,1,3,Carte 3X 4X Oney Croix 11/04,Carte 3X 4X Oney Croix 11/04,-25.3,2021-11-24 00:00:00+00:00,2021-11-24 00:00:00+00:00,2021-11-24 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:25.412400+00:00,2025-10-15 19:35:25.412400+00:00
26,10000025,1,3,Carte 3 4X Cb Oney Croix 10/02,Carte 3 4X Cb Oney Croix 10/02,-66.0,2021-12-17 00:00:00+00:00,2021-12-17 00:00:00+00:00,2021-12-17 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:25.866892+00:00,2025-10-15 19:35:25.866892+00:00
27,10000026,1,3,Carte 3 4X Cb Oney Croix 11/02,Carte 3 4X Cb Oney Croix 11/02,-32.45,2021-09-01 00:00:00+00:00,2021-09-01 00:00:00+00:00,2021-09-01 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:26.346601+00:00,2025-10-15 19:35:26.346601+00:00
28,10000027,1,3,Carte 3 4X Cb Oney Croix 29/01,Carte 3 4X Cb Oney Croix 29/01,-27.36,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:26.747097+00:00,2025-10-15 19:35:26.747097+00:00
29,10000028,1,3,Carte X6241 3X 4X Oney Croix 23/09,Carte X6241 3X 4X Oney Croix 23/09,-183.33,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:27.373877+00:00,2025-10-15 19:35:27.373877+00:00
30,10000029,1,3,Carte X6241 3X 4X Oney Croix 19/09,Carte X6241 3X 4X Oney Croix 19/09,-182.48,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:27.948614+00:00,2025-10-15 19:35:27.948614+00:00
31,10000030,1,3,Carte X6241 3X 4X Oney Croix 23/08,Carte X6241 3X 4X Oney Croix 23/08,-183.34,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:28.517276+00:00,2025-10-15 19:35:28.517276+00:00
32,10000031,1,3,Carte X6241 3X 4X Oney Croix 18/08,Carte X6241 3X 4X Oney Croix 18/08,-182.47,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:29.018743+00:00,2025-10-15 19:35:29.018743+00:00
33,10000032,1,3,Carte X6241 3X 4X Oney Croix 27/07,Carte X6241 3X 4X Oney Croix 27/07,-191.31,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:29.530538+00:00,2025-10-15 19:35:29.530538+00:00
34,10000033,1,3,Carte X6241 3X 4X Oney Croix 18/07,Carte X6241 3X 4X Oney Croix 18/07,-182.47,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:29.902246+00:00,2025-10-15 19:35:29.902246+00:00
35,10000034,1,3,Carte 3X 4X Oney Croix,Carte 3X 4X Oney Croix,-198.53,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:30.349877+00:00,2025-10-15 19:35:30.349877+00:00
36,10000035,1,3,Carte 3X 4X Oney Croix 12/06,Carte 3X 4X Oney Croix 12/06,-27.58,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,2021-07-27 00:00:00+00:00,,EUR,1,Carte,inconnu,False,False,,2025-10-15 19:35:30.814435+00:00,2025-10-15 19:35:30.814435+00:00
37,10000036,1,3,Carte Mediatheque Joue Les Tours,Carte Mediatheque Joue Les Tours,-12.0,2020-01-23 00:00:00+00:00,2020-01-23 00:00:00+00:00,2020-01-23 00:00:00+00:00,,EUR,2,Carte,inconnu,False,False,,2025-10-15 19:35:31.364676+00:00,2025-10-15 19:35:31.364676+00:00
38,10000037,1,3,Carte La Grande Recree Tours,Carte La Grande Recree Tours,-9.99,2019-12-23 00:00:00+00:00,2019-12-23 00:00:00+00:00,2019-12-23 00:00:00+00:00,,EUR,3,Carte,inconnu,False,False,,2025-10-15 19:35:31.887252+00:00,2025-10-15 19:35:31.887252+00:00
39,10000038,1,3,Virement Mle Dorasse Rabenaivo,Virement Mle Dorasse Rabenaivo,-100.0,2024-12-04 00:00:00+00:00,2024-12-04 00:00:00+00:00,2024-12-04 00:00:00+00:00,,EUR,4,Virement,inconnu,False,False,,2025-10-15 19:35:32.379044+00:00,2025-10-15 19:35:32.379044+00:00
40,10000039,1,3,Virement Cat Amania,Virement Cat Amania,2735.09,2023-12-22 00:00:00+00:00,2023-12-22 00:00:00+00:00,2023-12-22 00:00:00+00:00,,EUR,5,Virement,Catamania,False,False,,2025-10-15 19:35:32.751211+00:00,2025-10-15 19:35:32.751211+00:00
41,10000040,1,3,Carte Casino Shop Joue Les Tours,Carte Casino Shop Joue Les Tours,-1.99,2019-12-13 00:00:00+00:00,2019-12-13 00:00:00+00:00,2019-12-13 00:00:00+00:00,,EUR,6,Carte,Casino,False,False,,2025-10-15 19:35:33.316302+00:00,2025-10-15 19:35:33.316302+00:00
42,10000041,1,3,Carte Lidl 1126 Tours,Carte Lidl 1126 Tours,-17.6,2020-01-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,2020-01-31 00:00:00+00:00,,EUR,6,Carte,Lidl,False,False,,2025-10-15 19:35:33.701469+00:00,2025-10-15 19:35:33.701469+00:00
43,10000042,1,3,Carte Google Google Play A Londo 04/07,Carte Google Google Play A Londo 04/07,-6.99,2020-04-15 00:00:00+00:00,2020-04-15 00:00:00+00:00,2020-04-15 00:00:00+00:00,,EUR,7,Carte,Google,False,False,,2025-10-15 19:35:34.285928+00:00,2025-10-15 19:35:34.285928+00:00
44,10000043,1,3,Carte Pharmacie Ilot Joue Les To 03/07,Carte Pharmacie Ilot Joue Les To 03/07,-1.8,2020-07-06 00:00:00+00:00,2020-07-06 00:00:00+00:00,2020-07-06 00:00:00+00:00,,EUR,8,Carte,inconnu,False,False,,2025-10-15 19:35:34.854030+00:00,2025-10-15 19:35:34.854030+00:00
45,10000044,1,3,Virement Vir Inst Virement instantane dep,Virement Vir Inst Virement instantane dep,160.0,2020-07-21 00:00:00+00:00,2020-07-21 00:00:00+00:00,2020-07-21 00:00:00+00:00,,EUR,9,Virement,inconnu,False,False,,2025-10-15 19:35:35.532509+00:00,2025-10-15 19:35:35.532509+00:00
46,10000045,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,200.0,2020-12-29 00:00:00+00:00,2020-12-29 00:00:00+00:00,2020-12-29 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:36.031880+00:00,2025-10-15 19:35:36.031880+00:00
47,10000046,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,600.0,2020-12-31 00:00:00+00:00,2020-12-31 00:00:00+00:00,2020-12-31 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:36.630135+00:00,2025-10-15 19:35:36.630135+00:00
48,10000047,1,3,Virement Claudie Andrianarimanga Virement,Virement Claudie Andrianarimanga Virement,858.0,2021-01-05 00:00:00+00:00,2021-01-05 00:00:00+00:00,2021-01-05 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:37.213823+00:00,2025-10-15 19:35:37.213823+00:00
49,10000048,1,3,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,50.0,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,2020-09-09 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:38.095837+00:00,2025-10-15 19:35:38.095837+00:00
50,10000049,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,250.0,2021-01-12 00:00:00+00:00,2021-01-12 00:00:00+00:00,2021-01-12 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:38.557243+00:00,2025-10-15 19:35:38.557243+00:00
51,10000050,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,300.0,2021-01-14 00:00:00+00:00,2021-01-14 00:00:00+00:00,2021-01-14 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:39.087207+00:00,2025-10-15 19:35:39.087207+00:00
52,10000051,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,1000.0,2021-01-28 00:00:00+00:00,2021-01-28 00:00:00+00:00,2021-01-28 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:39.632683+00:00,2025-10-15 19:35:39.632683+00:00
53,10000052,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,150.0,2021-02-09 00:00:00+00:00,2021-02-09 00:00:00+00:00,2021-02-09 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:40.050415+00:00,2025-10-15 19:35:40.050415+00:00
54,10000053,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,100.0,2021-02-12 00:00:00+00:00,2021-02-12 00:00:00+00:00,2021-02-12 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:40.579461+00:00,2025-10-15 19:35:40.579461+00:00
55,10000054,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,150.0,2021-02-09 00:00:00+00:00,2021-02-09 00:00:00+00:00,2021-02-09 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:41.093540+00:00,2025-10-15 19:35:41.093540+00:00
56,10000055,1,3,Virement Vir Inst de Henri Hounwanou,Virement Vir Inst de Henri Hounwanou,700.0,2021-02-26 00:00:00+00:00,2021-02-26 00:00:00+00:00,2021-02-26 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:41.563977+00:00,2025-10-15 19:35:41.563977+00:00
57,10000056,1,3,Virement Web Bresson Julie Virement depui Virement depuis Ma Banque,Virement Web Bresson Julie Virement depui Virement depuis Ma Banque,-150.0,2021-02-27 00:00:00+00:00,2021-02-27 00:00:00+00:00,2021-02-27 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:42.322039+00:00,2025-10-15 19:35:42.322039+00:00
58,10000057,1,3,Ech PrÃªt 10001349275 IntÃ©rÃªts 05/09/22,Ech PrÃªt 10001349275 IntÃ©rÃªts 05/09/22,-99.76,2024-12-05 00:00:00+00:00,2024-12-05 00:00:00+00:00,2024-12-05 00:00:00+00:00,,EUR,11,Prélèvement,inconnu,False,False,,2025-10-15 19:35:42.873992+00:00,2025-10-15 19:35:42.873992+00:00
59,10000058,1,3,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,210.0,2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:43.648258+00:00,2025-10-15 19:35:43.648258+00:00
60,10000059,1,3,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,210.0,2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:44.546734+00:00,2025-10-15 19:35:44.546734+00:00
61,10000060,1,3,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,Virement Virement depuis Ma Banque Hounwa Virement depuis Ma Banque,100.0,2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,,EUR,10,Virement,inconnu,False,False,,2025-10-15 19:35:45.326902+00:00,2025-10-15 19:35:45.326902+00:00
62,10000061,1,3,Rem Chq 1198891,Rem Chq 1198891,110.04,2020-01-10 00:00:00+00:00,2020-01-10 00:00:00+00:00,2020-01-10 00:00:00+00:00,,EUR,10,Chèque,inconnu,False,False,,2025-10-15 19:35:45.631031+00:00,2025-10-15 19:35:45.631031+00:00
63,10000062,1,3,Carte Fil Bleu Tours,Carte Fil Bleu Tours,-14.0,2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,,EUR,12,Carte,Fil Bleu,False,False,,2025-10-15 19:35:45.998252+00:00,2025-10-15 19:35:45.998252+00:00
64,10000063,1,3,Virement Vir Inst Virement instantanÃ© dÃ©pÃ´t,Virement Vir Inst Virement instantanÃ© dÃ©pÃ´t,500.0,2019-11-29 00:00:00+00:00,2019-11-29 00:00:00+00:00,2019-11-29 00:00:00+00:00,,EUR,9,Virement,inconnu,False,False,,2025-10-15 19:35:46.650400+00:00,2025-10-15 19:35:46.650400+00:00
65,10000064,1,3,Prlv Direction GÃ©nÃ©rale Des Finances 600203933441TLR2337013134288TIrsepa Dgfip ImpÃ´t Tf NNFR46ZZZ0050022337013134288R933441FR46ZZZ005002 Core,Prlv Direction GÃ©nÃ©rale Des Finances 600203933441TLR2337013134288TIrsepa Dgfip ImpÃ´t Tf NNFR46ZZZ0050022337013134288R933441FR46ZZZ005002 Core,-975.94,2024-02-14 00:00:00+00:00,2024-02-14 00:00:00+00:00,2024-02-14 00:00:00+00:00,,EUR,13,Prélèvement,Trésor public,False,False,,2025-10-15 19:35:48.369057+00:00,2025-10-15 19:35:48.369057+00:00
66,10000065,1,3,Carte Histoire D Or Paris,Carte Histoire D Or Paris,-49.0,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,,EUR,14,Carte,inconnu,False,False,,2025-10-15 19:35:48.848307+00:00,2025-10-15 19:35:48.848307+00:00
67,10000066,1,3,Carte La Poste 371220 Joue Les T,Carte La Poste 371220 Joue Les T,-15.85,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,,EUR,15,Carte,La poste,False,False,,2025-10-15 19:35:49.341626+00:00,2025-10-15 19:35:49.341626+00:00
68,10000067,1,3,Carte Lidl 3343 Joue Les Tours,Carte Lidl 3343 Joue Les Tours,-12.64,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,,EUR,6,Carte,Lidl,False,False,,2025-10-15 19:35:49.798807+00:00,2025-10-15 19:35:49.798807+00:00
69,10000068,1,3,Carte Lidl 3343 Joue Les Tours,Carte Lidl 3343 Joue Les Tours,-41.35,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,,EUR,6,Carte,Lidl,False,False,,2025-10-15 19:35:50.233685+00:00,2025-10-15 19:35:50.233685+00:00
70,10000069,1,3,Carte Tacos Plus Joue Les Tours,Carte Tacos Plus Joue Les Tours,-25.0,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,,EUR,16,Carte,inconnu,False,False,,2025-10-15 19:35:50.670435+00:00,2025-10-15 19:35:50.670435+00:00
71,10000070,1,3,Carte Www.asos.com 02077561000,Carte Www.asos.com 02077561000,-40.98,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,2019-12-16 00:00:00+00:00,,EUR,14,Carte,asos,False,False,,2025-10-15 19:35:51.129728+00:00,2025-10-15 19:35:51.129728+00:00
72,10000071,1,3,Carte Carrefour City Joue Les To,Carte Carrefour City Joue Les To,-2.9,2019-12-17 00:00:00+00:00,2019-12-17 00:00:00+00:00,2019-12-17 00:00:00+00:00,,EUR,6,Carte,Carrefour,False,False,,2025-10-15 19:35:51.652574+00:00,2025-10-15 19:35:51.652574+00:00
73,10000072,1,3,Carte Lidl 3343 Joue Les Tours,Carte Lidl 3343 Joue Les Tours,-20.64,2019-12-17 00:00:00+00:00,2019-12-17 00:00:00+00:00,2019-12-17 00:00:00+00:00,,EUR,6,Carte,Lidl,False,False,,2025-10-15 19:35:52.050325+00:00,2025-10-15 19:35:52.050325+00:00
74,10000073,1,3,Carte Fil Bleu Tours,Carte Fil Bleu Tours,-14.0,2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,,EUR,12,Carte,Fil Bleu,False,False,,2025-10-15 19:35:52.317206+00:00,2025-10-15 19:35:52.317206+00:00
75,10000074,1,3,Carte Inter Joue Les T,Carte Inter Joue Les T,-10.9,2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,2020-01-06 00:00:00+00:00,,EUR,6,Carte,Intermarché,False,False,,2025-10-15 19:35:52.633258+00:00,2025-10-15 19:35:52.633258+00:00
76,10000075,1,3,Carte Fil Bleu Tours 26/10,Carte Fil Bleu Tours 26/10,-3.1,2020-01-22 00:00:00+00:00,2020-01-22 00:00:00+00:00,2020-01-22 00:00:00+00:00,,EUR,12,Carte,Fil Bleu,False,False,,2025-10-15 19:35:53.013635+00:00,2025-10-15 19:35:53.013635+00:00
113,10000112,1,3,Carte Burger King Tours 25/02,Carte Burger King Tours 25/02,-22.9,2020-02-26 00:00:00+00:00,2020-02-26 00:00:00+00:00,2020-02-26 00:00:00+00:00,,EUR,16,Carte,Burger king,False,False,,2025-10-15 19:36:11.118167+00:00,2025-10-15 19:36:11.118167+00:00
77,10000076,1,3,"Prlv Paypal (europe) S.a r.l. et Cie, 1028733942797 Paypal4FB2224Y2VZWNLU96ZZZ000000000000000058 Core","Prlv Paypal (europe) S.a r.l. et Cie, 1028733942797 Paypal4FB2224Y2VZWNLU96ZZZ000000000000000058 Core",-96.25,2024-01-24 00:00:00+00:00,2024-01-24 00:00:00+00:00,2024-01-24 00:00:00+00:00,,EUR,15,Prélèvement,inconnu,False,False,,2025-10-15 19:35:54.152307+00:00,2025-10-15 19:35:54.152307+00:00
78,10000077,1,3,Carte Boutique Exotiq Tours,Carte Boutique Exotiq Tours,-14.18,2020-01-07 00:00:00+00:00,2020-01-07 00:00:00+00:00,2020-01-07 00:00:00+00:00,,EUR,6,Carte, Boutique Exotiq,False,False,,2025-10-15 19:35:54.497818+00:00,2025-10-15 19:35:54.497818+00:00
